timestamp,model_id,task,dataset,attack_name,num_samples,num_prompts,num_samples_total,accuracy,precision,recall,f1,pdr,original_accuracy,perturbed_accuracy,file_name
2024-10-25 14:04:40,llama2,sst2_textfooler,sst2,textfooler,100,5,500,0.8434959349593496,0.8527131782945736,0.8494208494208494,0.851063829787234,0.0,0.8350515463917526,0.845640589569161,adv_attack_llama2_sst2_textfooler_progress.json
2024-10-25 20:08:12,llama2,sst2_bertattack,sst2,bertattack,100,102,10200,0.766052762568442,0.7396809735240915,0.854320987654321,0.792878547505729,0.13335083945792237,0.8979591836734694,0.764608344215547,adv_attack_llama2_sst2_bertattack_progress.json
2024-10-25 20:10:45,llama2,sst2_checklist,sst2,checklist,100,51,5100,0.8673469387755102,0.8823529411764706,0.8653846153846154,0.8737864077669903,0.8673469387755102,0.8673469387755102,0.0,adv_attack_llama2_sst2_checklist_progress.json
2024-10-25 20:13:17,llama2,sst2_stresstest,sst2,stresstest,100,4,400,0.8775510204081632,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.8775510204081632,0.8775510204081632,0.0,adv_attack_llama2_sst2_stresstest_progress.json
2024-10-25 20:34:33,mixtral,sst2_textfooler,sst2,textfooler,100,5,500,0.908,1.0,0.823076923076923,0.9029535864978903,0.039999999999999925,0.94,0.9,adv_attack_mixtral_sst2_textfooler_progress.json
2024-10-26 04:08:49,mixtral,sst2_bertattack,sst2,bertattack,100,113,11300,0.8310158533345142,0.9972389558232931,0.676831345826235,0.8063730464785873,0.05952194068817784,0.89,0.8304780593118222,adv_attack_mixtral_sst2_bertattack_progress.json
2024-10-26 04:12:06,mixtral,sst2_checklist,sst2,checklist,100,51,5100,0.93,1.0,0.8653846153846154,0.9278350515463918,0.93,0.93,0.0,adv_attack_mixtral_sst2_checklist_progress.json
2024-10-26 04:15:21,mixtral,sst2_stresstest,sst2,stresstest,100,4,400,0.94,1.0,0.8846153846153846,0.9387755102040816,0.94,0.94,0.0,adv_attack_mixtral_sst2_stresstest_progress.json
2024-10-27 01:30:23,llama2,sst2_semantic,sst2,semantic,100,59,5900,0.4813847158719791,0.5102564102564102,0.16597164303586323,0.250471994965387,0.0,0.4727272727272727,0.4818763253516809,adv_attack_llama2_sst2_semantic_progress.json
2024-10-27 05:28:32,mixtral,sst2_semantic,sst2,semantic,100,59,5900,0.48767967145790553,0.5236096537250787,0.1641987495886805,0.25,0.04298245819517155,0.53,0.4870175418048285,adv_attack_mixtral_sst2_semantic_progress.json
2024-10-27 07:58:37,llama2,sst2_textbugger,sst2,textbugger,100,45,4500,0.8668032786885246,0.8884908195253023,0.8551724137931035,0.8715132879420163,0.011006117436234586,0.8775510204081632,0.8665449029719287,adv_attack_llama2_sst2_textbugger_progress.json
2024-10-27 09:00:46,llama2,sst2_deepwordbug,sst2,deepwordbug,100,21,2100,0.8311176760216642,0.9029768467475193,0.7625698324022346,0.8268551236749117,0.051465609671229484,0.8787878787878788,0.8273222691166493,adv_attack_llama2_sst2_deepwordbug_progress.json
2024-10-27 11:59:27,mixtral,sst2_textbugger,sst2,textbugger,100,49,4900,0.8789301755818701,0.9994887525562373,0.7675696898311739,0.868310015545192,0.031704545454545374,0.91,0.8782954545454547,adv_attack_mixtral_sst2_textbugger_progress.json
2024-10-27 13:08:12,mixtral,sst2_deepwordbug,sst2,deepwordbug,100,21,2100,0.9021946564885496,0.996629213483146,0.8145087235996327,0.8964123294593228,0.0,0.87,0.9038131313131315,adv_attack_mixtral_sst2_deepwordbug_progress.json
2024-10-28 10:55:16,llama2,sst2_textbugger,sst2,textbugger,500,39,19500,0.8351837372947616,0.8492960539361492,0.8391457680250783,0.8441904011037744,0.020935508812942705,0.8556910569105691,0.8347555480976264,adv_attack_llama2_sst2_textbugger_progress_500.json
2024-10-28 16:44:48,llama2,sst2_deepwordbug,sst2,deepwordbug,500,21,10500,0.8225235849056604,0.8802083333333334,0.7743768328445748,0.8239079563182526,0.03747897374115883,0.8580121703853956,0.8205331966442367,adv_attack_llama2_sst2_deepwordbug_progress_500.json
2024-10-28 18:27:56,mixtral,sst2_textbugger,sst2,textbugger,500,5,2500,0.8882659191029235,0.9745454545454545,0.8102796674225246,0.8848534874122989,0.00938877755511025,0.8957915831663327,0.8864028056112224,adv_attack_mixtral_sst2_textbugger_progress_500.json
2024-10-29 00:35:39,mixtral,sst2_deepwordbug,sst2,deepwordbug,500,21,10500,0.882223917604425,0.9766107678729038,0.7967596759675968,0.8775651829086943,0.022864981368359127,0.904,0.8811350186316409,adv_attack_mixtral_sst2_deepwordbug_progress_500.json
